Key,Summary,Description,Type,Priority,Component,Test Mode
VWO-01575,Verify Pause Campaign : User is able to assign roles to users,"
Description:
As a VWO user
I want to verify that Pause Campaign functionality works correctly
So that I can able to assign roles to users

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Pause Campaign section
2. Perform action: able to assign roles to users
3. Verify the result

Expected Result: Data is exported successfully

Related Jira: VWO-1378
Story Points: 3
Estimate: 1 hours
",Non-Functional,Blocker,Security,Automated
VWO-01576,Verify Header : User is successfully loads with slow connection,"
Description:
As a VWO user
I want to verify that Header functionality works correctly
So that I can successfully loads with slow connection

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Header section
2. Perform action: successfully loads with slow connection
3. Verify the result

Expected Result: User is shown error message

Related Jira: VWO-7930
Story Points: 1
Estimate: 7 hours
",Functional,Minor,Mobile,Automated
VWO-01577,Verify Scroll Depth : User is able to set up webhooks,"
Description:
As a VWO user
I want to verify that Scroll Depth functionality works correctly
So that I can able to set up webhooks

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Scroll Depth section
2. Perform action: able to set up webhooks
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-8043
Story Points: 5
Estimate: 6 hours
",Integration,Minor,API,Automated
VWO-01578,Verify React Support : User is able to view analytics,"
Description:
As a VWO user
I want to verify that React Support functionality works correctly
So that I can able to view analytics

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to React Support section
2. Perform action: able to view analytics
3. Verify the result

Expected Result: Correct content is shown

Related Jira: VWO-5039
Story Points: 7
Estimate: 1 hours
",UX,Major,Analytics,Automated
VWO-01579,Verify GDPR Compliance : User is able to edit existing campaign,"
Description:
As a VWO user
I want to verify that GDPR Compliance functionality works correctly
So that I can able to edit existing campaign

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to GDPR Compliance section
2. Perform action: able to edit existing campaign
3. Verify the result

Expected Result: Conversion is recorded

Related Jira: VWO-9629
Story Points: 9
Estimate: 4 hours
",Non-Functional,Trivial,Integrations,Automated
VWO-01580,Verify Multiple Goals : User is displays loading indicators,"
Description:
As a VWO user
I want to verify that Multiple Goals functionality works correctly
So that I can displays loading indicators

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Multiple Goals section
2. Perform action: displays loading indicators
3. Verify the result

Expected Result: User segment is applied

Related Jira: VWO-6956
Story Points: 8
Estimate: 2 hours
",Integration,Major,Mobile,Automated
VWO-01581,Verify Infinite Scroll : User is able to integrate with API,"
Description:
As a VWO user
I want to verify that Infinite Scroll functionality works correctly
So that I can able to integrate with API

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Infinite Scroll section
2. Perform action: able to integrate with API
3. Verify the result

Expected Result: Targeting rules are applied

Related Jira: VWO-5422
Story Points: 7
Estimate: 4 hours
",Non-Functional,Trivial,Integrations,Automated
VWO-01582,Verify Personalization : User is displays appropriate error messages,"
Description:
As a VWO user
I want to verify that Personalization functionality works correctly
So that I can displays appropriate error messages

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Personalization section
2. Perform action: displays appropriate error messages
3. Verify the result

Expected Result: Analytics are displayed

Related Jira: VWO-7490
Story Points: 11
Estimate: 1 hours
",Smoke,Trivial,Performance,Automated
VWO-01583,Verify CSS Editor : User is correctly shows variations to users,"
Description:
As a VWO user
I want to verify that CSS Editor functionality works correctly
So that I can correctly shows variations to users

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to CSS Editor section
2. Perform action: correctly shows variations to users
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-9663
Story Points: 13
Estimate: 3 hours
",Integration,Blocker,Analytics,Automated
VWO-01584,Verify Uptime : User is able to export reports,"
Description:
As a VWO user
I want to verify that Uptime functionality works correctly
So that I can able to export reports

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Uptime section
2. Perform action: able to export reports
3. Verify the result

Expected Result: User is logged in successfully

Related Jira: VWO-2079
Story Points: 9
Estimate: 8 hours
",Regression,Critical,Analytics,Manual
VWO-01585,Verify JavaScript Editor : User is properly handles session expiry,"
Description:
As a VWO user
I want to verify that JavaScript Editor functionality works correctly
So that I can properly handles session expiry

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to JavaScript Editor section
2. Perform action: properly handles session expiry
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-4391
Story Points: 10
Estimate: 1 hours
",Security,Blocker,Performance,Manual
VWO-01586,Verify Undo Changes : User is able to login with valid credentials,"
Description:
As a VWO user
I want to verify that Undo Changes functionality works correctly
So that I can able to login with valid credentials

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Undo Changes section
2. Perform action: able to login with valid credentials
3. Verify the result

Expected Result: Role permissions are applied

Related Jira: VWO-8330
Story Points: 3
Estimate: 4 hours
",Functional,Critical,Performance,Automated
VWO-01587,Verify Footer : User is properly handles session expiry,"
Description:
As a VWO user
I want to verify that Footer functionality works correctly
So that I can properly handles session expiry

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Footer section
2. Perform action: properly handles session expiry
3. Verify the result

Expected Result: Campaign changes are saved

Related Jira: VWO-8331
Story Points: 8
Estimate: 3 hours
",Integration,Blocker,Integrations,Automated
VWO-01588,Verify Campaign Delete : User is able to login with invalid credentials,"
Description:
As a VWO user
I want to verify that Campaign Delete functionality works correctly
So that I can able to login with invalid credentials

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Campaign Delete section
2. Perform action: able to login with invalid credentials
3. Verify the result

Expected Result: User is shown error message

Related Jira: VWO-7953
Story Points: 8
Estimate: 1 hours
",Non-Functional,Critical,Analytics,Automated
VWO-01589,Verify QA Mode : User is able to invite team members,"
Description:
As a VWO user
I want to verify that QA Mode functionality works correctly
So that I can able to invite team members

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to QA Mode section
2. Perform action: able to invite team members
3. Verify the result

Expected Result: Campaign is created and saved

Related Jira: VWO-9775
Story Points: 7
Estimate: 3 hours
",Functional,Trivial,Mobile,Automated
VWO-01590,Verify Cookie Consent : User is shows confirmation dialogs,"
Description:
As a VWO user
I want to verify that Cookie Consent functionality works correctly
So that I can shows confirmation dialogs

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Cookie Consent section
2. Perform action: shows confirmation dialogs
3. Verify the result

Expected Result: Analytics are displayed

Related Jira: VWO-7679
Story Points: 9
Estimate: 5 hours
",Integration,Trivial,Security,Automated
VWO-01591,Verify Data Export : User is properly handles network errors,"
Description:
As a VWO user
I want to verify that Data Export functionality works correctly
So that I can properly handles network errors

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Data Export section
2. Perform action: properly handles network errors
3. Verify the result

Expected Result: Error message is displayed

Related Jira: VWO-5815
Story Points: 1
Estimate: 3 hours
",Smoke,Major,Security,Automated
VWO-01592,Verify PWA : User is able to view analytics,"
Description:
As a VWO user
I want to verify that PWA functionality works correctly
So that I can able to view analytics

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to PWA section
2. Perform action: able to view analytics
3. Verify the result

Expected Result: Session recording is saved

Related Jira: VWO-5265
Story Points: 11
Estimate: 7 hours
",Security,Blocker,Performance,Automated
VWO-01593,Verify Downtime : User is properly validates input fields,"
Description:
As a VWO user
I want to verify that Downtime functionality works correctly
So that I can properly validates input fields

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Downtime section
2. Perform action: properly validates input fields
3. Verify the result

Expected Result: Revenue is tracked

Related Jira: VWO-3253
Story Points: 7
Estimate: 6 hours
",Functional,Trivial,Performance,Automated
